,artist_name(s),artist_country,artist_home_city,visible_ethnic_minority,census_race_classification,artist_gender,canadian_content,artist_is_group,total_plays,alberta,british columbia,manitoba,new brunswick,nova scotia,ontario,quebec,artist_country_cdn,artist_country_int,artist_country_uk,artist_country_unknown,artist_country_us,visible_ethnic_minority_no,visible_ethnic_minority_unknown,visible_ethnic_minority_yes,artist_gender_female,artist_gender_male,artist_gender_mixed,artist_gender_unknown
147,lunar heights,us,"oakland, ca",yes,mixed group,male,False,True,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
148,bisc1,us,"brooklyn, ny",no,white,male,False,False,20,0.25,0.05,0.1,0.0,0.0,0.4,0.2,0,0,0,0,1,1,0,0,0,1,0,0
149,jaylib,us,"detroit, mi",yes,black,male,False,True,7,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0,0,0,0,1,0,0,1,0,1,0,0
150,spank pops,us,"san francisco, ca",yes,black,male,False,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
151,max prime and jonb,cdn,"edmonton, ab",yes,mixed group,male,True,True,27,0.37037037037037035,0.14814814814814814,0.0,0.0,0.037037037037037035,0.4444444444444444,0.0,1,0,0,0,0,0,0,1,0,1,0,0
152,third sight,us,"los angeles, ca",yes,black,male,False,True,26,0.07692307692307693,0.2692307692307692,0.3076923076923077,0.0,0.0,0.34615384615384615,0.0,0,0,0,0,1,0,0,1,0,1,0,0
153,blue scholars,us,"seattle, wa",yes,mixed group,male,False,True,182,0.14285714285714285,0.0989010989010989,0.13736263736263737,0.027472527472527472,0.0,0.3626373626373626,0.23076923076923078,0,0,0,0,1,0,0,1,0,1,0,0
154,j dilla,us,"detroit, mi",yes,black,male,False,False,253,0.17391304347826086,0.17391304347826086,0.08300395256916997,0.11462450592885376,0.011857707509881422,0.33201581027667987,0.11067193675889328,0,0,0,0,1,0,0,1,0,1,0,0
155,jackie o motherfucker,us,"portland, or",no,white,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
156,jc,us,"nashville, tn",yes,black,male,False,False,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
157,various_9,uk,"london, eng",yes,mixed group,mixed,False,True,9,0.2222222222222222,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0,0,1,0,0,0,0,1,0,0,1,0
158,hilltop productions,int,"adelaide, australia",no,white,male,False,True,9,0.0,0.2222222222222222,0.0,0.0,0.0,0.7777777777777778,0.0,0,1,0,0,0,1,0,0,0,1,0,0
159,l'assemblée,cdn,"montreal, qc",no,white,male,True,True,6,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,1,0,0,0,0,1,0,0,0,1,0,0
160,vakill,us,"chicago, il",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
161,planet asia,us,"fresno, ca",yes,black,male,False,False,22,0.09090909090909091,0.2727272727272727,0.045454545454545456,0.0,0.0,0.5,0.09090909090909091,0,0,0,0,1,0,0,1,0,1,0,0
162,ursula rucker,us,"philadelphia, pa",yes,black,female,False,False,10,0.4,0.1,0.0,0.0,0.0,0.3,0.2,0,0,0,0,1,0,0,1,1,0,0,0
163,five deez,us,"cincinnati, oh",yes,black,male,False,True,18,0.16666666666666666,0.0,0.4444444444444444,0.0,0.0,0.0,0.3888888888888889,0,0,0,0,1,0,0,1,0,1,0,0
164,lone catalysts,us,"baltimore, md",yes,black,male,False,True,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
165,dilated peoples,us,"los angeles, ca",yes,black,male,False,True,76,0.18421052631578946,0.3157894736842105,0.0,0.039473684210526314,0.013157894736842105,0.34210526315789475,0.10526315789473684,0,0,0,0,1,0,0,1,0,1,0,0
166,various_10,int,unknown,yes,mixed group,male,False,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
167,chronically ill,us,"anchorage, ak",no,white,mixed,False,True,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0
168,malkovich music,us,"los angeles, ca",yes,middle eastern,male,False,False,9,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0,0,0,0,1,0,0,1,0,1,0,0
169,ok cobra,cdn,"montreal, qc",no,white,male,True,True,159,0.11320754716981132,0.09433962264150944,0.0,0.0,0.031446540880503145,0.7232704402515723,0.03773584905660377,1,0,0,0,0,1,0,0,0,1,0,0
170,aceyalone,us,"los angeles, ca",yes,black,male,False,False,170,0.2647058823529412,0.13529411764705881,0.07647058823529412,0.0,0.01764705882352941,0.4647058823529412,0.041176470588235294,0,0,0,0,1,0,0,1,0,1,0,0
171,epix,cdn,"summerland, bc",no,white,male,True,False,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
172,omega johnson,us,"new york, ny",yes,black,male,False,False,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
173,isis,cdn,"toronto, on",yes,black,female,True,False,11,0.0,0.6363636363636364,0.0,0.0,0.0,0.36363636363636365,0.0,1,0,0,0,0,0,0,1,1,0,0,0
174,fax4,cdn,"halifax, ns",no,white,male,True,True,13,0.07692307692307693,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,1,0,0,0,0,1,0,0,0,1,0,0
175,big boi,us,"savannah, ga",yes,black,male,False,False,19,0.0,0.631578947368421,0.0,0.0,0.0,0.15789473684210525,0.21052631578947367,0,0,0,0,1,0,0,1,0,1,0,0
176,reverse engineering,int,"paris, fr",no,white,male,False,True,7,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,0.0,0,1,0,0,0,1,0,0,0,1,0,0
177,ninja high school,cdn,"toronto, on",no,white,mixed,True,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0
178,prz,cdn,unknown,no,white,male,True,False,3,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,1,0,0,0,0,1,0,0,0,1,0,0
179,remembering never,us,"fort lauderdale, fl",no,white,male,False,True,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,1,0,0
180,m-1,us,"new york, ny",yes,black,male,False,False,11,0.0,0.9090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0,0,0,0,1,0,0,1,0,1,0,0
181,el-p,us,"new york, ny",no,white,male,False,False,177,0.10734463276836158,0.21468926553672316,0.10734463276836158,0.0,0.0,0.3559322033898305,0.21468926553672316,0,0,0,0,1,1,0,0,0,1,0,0
182,8 ball,us,"memphis, tn",yes,black,male,False,False,7,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0,0,0,0,1,0,0,1,0,1,0,0
183,pest,uk,"london, eng",yes,mixed group,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0
184,the dope poet society,cdn,"toronto, on",yes,mixed group,male,True,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
185,kobayashi,cdn,"montreal, qc",no,white,mixed,True,True,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0
186,blaq poet,us,"new york, ny",yes,black,male,False,False,6,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0,0,0,0,1,0,0,1,0,1,0,0
187,tame one,us,"newark, nj",yes,black,male,False,False,9,0.0,0.5555555555555556,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0,0,0,0,1,0,0,1,0,1,0,0
188,why?,us,"berkeley, ca",no,white,male,False,True,19,0.10526315789473684,0.42105263157894735,0.42105263157894735,0.0,0.0,0.05263157894736842,0.0,0,0,0,0,1,1,0,0,0,1,0,0
189,various_11,int,unknown,yes,mixed group,mixed,False,True,13,0.07692307692307693,0.6923076923076923,0.0,0.0,0.0,0.23076923076923078,0.0,0,1,0,0,0,0,0,1,0,0,1,0
190,canibus & phoenix orion,us,"new york, ny",yes,black,male,False,True,4,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0,0,0,0,1,0,0,1,0,1,0,0
191,dmc,us,"new york, ny",yes,black,male,False,False,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
192,various_12,unknown,unknown,unknown,unknown,unknown,False,False,36,0.0,0.4166666666666667,0.0,0.0,0.0,0.3611111111111111,0.2222222222222222,0,0,0,1,0,0,1,0,0,0,0,1
193,el da sensei,us,"newark, nj",yes,black,male,False,False,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
194,boss hog barbarians,us,"tampa bay, fl",yes,black,male,False,True,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
195,murs and 9th wonder,us,"los angeles, ca",yes,black,male,False,True,131,0.09923664122137404,0.1297709923664122,0.09923664122137404,0.0,0.03816793893129771,0.5343511450381679,0.09923664122137404,0,0,0,0,1,0,0,1,0,1,0,0
196,legendary ko,us,"houston, tx",yes,black,male,False,True,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
197,the herbaliser,uk,"london, eng",no,white,male,False,True,59,0.4067796610169492,0.05084745762711865,0.1016949152542373,0.01694915254237288,0.0,0.4067796610169492,0.01694915254237288,0,0,1,0,0,1,0,0,0,1,0,0
198,savin hill,us,"boston, mass",unknown,unknown,unknown,False,False,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1
199,jeff spec,cdn,"vancouver, bc",no,white,male,True,False,66,0.15151515151515152,0.12121212121212122,0.12121212121212122,0.015151515151515152,0.0,0.5757575757575758,0.015151515151515152,1,0,0,0,0,1,0,0,0,1,0,0
200,con quest,unknown,unknown,unknown,unknown,unknown,False,False,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1
201,apsci,us,"new york, ny",yes,mixed group,mixed,False,True,10,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0,0,0,0,1,0,0,1,0,0,1,0
202,ghostface killah,us,"new york, ny",yes,black,male,False,False,185,0.010810810810810811,0.1945945945945946,0.14054054054054055,0.07027027027027027,0.0,0.3783783783783784,0.20540540540540542,0,0,0,0,1,0,0,1,0,1,0,0
203,nightmares on wax,uk,"leeds, eng",no,white,male,False,False,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0
204,peezee,cdn,"montreal, qc",no,white,male,True,False,8,0.0,0.25,0.0,0.0,0.0,0.75,0.0,1,0,0,0,0,1,0,0,0,1,0,0
205,soul position,us,"columbus, oh",yes,mixed group,male,False,True,91,0.15384615384615385,0.12087912087912088,0.12087912087912088,0.01098901098901099,0.04395604395604396,0.45054945054945056,0.0989010989010989,0,0,0,0,1,0,0,1,0,1,0,0
206,border crossing,uk,"london, eng",yes,mixed group,male,False,True,15,0.3333333333333333,0.0,0.26666666666666666,0.0,0.0,0.4,0.0,0,0,1,0,0,0,0,1,0,1,0,0
207,various_13,unknown,unknown,yes,mixed group,male,False,True,18,0.3888888888888889,0.2777777777777778,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,0,0,1,0,1,0,0
208,flipsyde,us,"oakland, ca",yes,mixed group,male,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
209,gnarls barkley,us,"atlanta, ga",yes,black,male,False,False,124,0.10483870967741936,0.1774193548387097,0.1774193548387097,0.016129032258064516,0.008064516129032258,0.3870967741935484,0.12903225806451613,0,0,0,0,1,0,0,1,0,1,0,0
210,apathy,us,"willamantic, ct",no,white,male,False,False,31,0.06451612903225806,0.25806451612903225,0.0,0.0,0.0,0.5161290322580645,0.16129032258064516,0,0,0,0,1,1,0,0,0,1,0,0
211,miclordz,cdn,"windsor, on",no,white,male,True,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
212,eulorhythmics,us,"chicago, il",yes,black,male,False,True,13,0.0,0.0,0.0,0.38461538461538464,0.0,0.15384615384615385,0.46153846153846156,0,0,0,0,1,0,0,1,0,1,0,0
213,the budos band,us,"brooklyn, ny",yes,mixed group,male,False,False,26,0.19230769230769232,0.0,0.23076923076923078,0.0,0.0,0.5769230769230769,0.0,0,0,0,0,1,0,0,1,0,1,0,0
214,warren g,us,"los angeles, ca",yes,black,male,False,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
215,isaac hayes,us,"memphis, tn",yes,black,male,False,False,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
216,sergio mendes,int,"rio de janerio, brazil",yes,hispanic,male,False,False,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
217,various_14,int,"johannesburg, sa",yes,black,mixed,False,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0
218,diams,int,"nicosia, cyprus",yes,middle eastern,female,False,False,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0
219,capeech,cdn,"toronto, on",yes,black,male,True,False,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
220,shad,cdn,"london, on",yes,black,male,True,False,316,0.16455696202531644,0.07911392405063292,0.05063291139240506,0.028481012658227847,0.02531645569620253,0.5,0.1518987341772152,1,0,0,0,0,0,0,1,0,1,0,0
221,kain marko,cdn,"ottawa, on",no,white,male,True,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
222,stryke,cdn,"toronto, on",yes,black,male,True,False,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
223,tre hardson,us,"los angeles, ca",yes,black,male,False,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
224,jedi mind tricks,us,"philadelphia, pa",yes,mixed group,male,False,True,64,0.078125,0.328125,0.078125,0.0,0.0,0.265625,0.25,0,0,0,0,1,0,0,1,0,1,0,0
225,main flow,us,"cincinnati, oh",yes,black,male,False,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
226,grubbs,cdn,"winnipeg, mb",no,white,male,True,False,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
227,thug city,us,"virginia beach, va",yes,black,male,False,True,7,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0,0,0,0,1,0,0,1,0,1,0,0
228,dem franchize boyz,us,"atlanta, ga",yes,black,male,False,True,5,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0,0,0,0,1,0,0,1,0,1,0,0
229,the pacifics,us,"chicago, il",yes,asian,male,False,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
230,keith murray,us,"jersey city, nj",yes,black,male,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
231,ne yo,us,"las vegas, nv",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
232,b.g.,us,"new orleans, la",yes,black,male,False,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
233,tha alkoholiks,us,"los angeles, ca",yes,black,male,False,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
234,talib kweli,us,"brooklyn, ny",yes,black,male,False,False,110,0.0,0.24545454545454545,0.02727272727272727,0.0,0.045454545454545456,0.38181818181818183,0.3,0,0,0,0,1,0,0,1,0,1,0,0
235,various_15,us,"miami, fl",yes,mixed group,mixed,False,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0
236,puppetmastaz,int,"berlin, ger",no,white,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0
237,intelekt,cdn,"toronto, on",yes,black,male,True,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
238,chinchilla,cdn,"toronto, on",unknown,unknown,unknown,False,False,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1
239,the coup,us,"oakland, ca",yes,mixed group,mixed,False,True,102,0.16666666666666666,0.14705882352941177,0.10784313725490197,0.029411764705882353,0.06862745098039216,0.4117647058823529,0.06862745098039216,0,0,0,0,1,0,0,1,0,0,1,0
240,broadcast live,us,"albany, ny",yes,mixed group,mixed,False,True,10,0.6,0.0,0.0,0.0,0.3,0.1,0.0,0,0,0,0,1,0,0,1,0,0,1,0
241,t.i.,us,"atlanta, ga",yes,black,male,False,False,20,0.0,0.05,0.1,0.0,0.0,0.5,0.35,0,0,0,0,1,0,0,1,0,1,0,0
242,army of the pharaohs,us,"philadelphia, pa",yes,mixed group,male,False,True,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
243,recyclone and soso,cdn,"halifax, ns",no,white,male,True,True,44,0.18181818181818182,0.022727272727272728,0.18181818181818182,0.045454545454545456,0.11363636363636363,0.4318181818181818,0.022727272727272728,1,0,0,0,0,1,0,0,0,1,0,0
244,mc lyte,us,"new york, ny",yes,black,female,False,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0
245,okai,us,"brooklyn, ny",yes,black,male,False,False,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
246,kae sun,cdn,"toronto, on",yes,black,male,False,False,48,0.10416666666666667,0.08333333333333333,0.0,0.0,0.020833333333333332,0.625,0.16666666666666666,1,0,0,0,0,0,0,1,0,1,0,0
247,theology 3,cdn,"toronto, on",no,white,male,True,False,9,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,1,0,0,0,0,1,0,0,0,1,0,0
248,bubba sparxxx,us,"atlanta, ga",no,white,male,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,1,0,0
249,dudley perkins,us,"oxnard, ca",yes,black,male,False,False,36,0.3333333333333333,0.08333333333333333,0.1111111111111111,0.0,0.0,0.3888888888888889,0.08333333333333333,0,0,0,0,1,0,0,1,0,1,0,0
250,scientifik,us,"boston, mass",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
251,ugly duckling,us,"los angeles, ca",no,white,male,False,True,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,1,0,0
252,scarub,us,"los angeles, ca",yes,black,male,False,False,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
253,devilz rejects (bomshot + jus allah),us,"camden, nj",yes,mixed group,male,False,True,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
254,mikey d & the la posse,us,"new york, ny",yes,mixed group,male,False,True,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
255,tony touch,us,"new york, ny",yes,hispanic,male,False,False,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
256,akir,us,"new york, ny",yes,black,male,False,False,17,0.11764705882352941,0.23529411764705882,0.0,0.0,0.0,0.23529411764705882,0.4117647058823529,0,0,0,0,1,0,0,1,0,1,0,0
257,prozack turner,us,"oakland, ca",no,white,male,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,1,0,0
258,edgar allen floe,us,"durham, nc",yes,black,male,False,False,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
259,subtle,us,"oakland, ca",yes,mixed group,male,False,True,48,0.2708333333333333,0.4375,0.08333333333333333,0.0,0.0,0.20833333333333334,0.0,0,0,0,0,1,0,0,1,0,1,0,0
260,spank rock,us,"baltimore, md",yes,black,male,False,True,31,0.4838709677419355,0.16129032258064516,0.16129032258064516,0.0,0.0,0.12903225806451613,0.06451612903225806,0,0,0,0,1,0,0,1,0,1,0,0
261,jake the snake,us,"boston, mass",no,white,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
262,people under the stairs,us,"los angeles, ca",yes,black,male,False,True,98,0.17346938775510204,0.12244897959183673,0.15306122448979592,0.04081632653061224,0.01020408163265306,0.4489795918367347,0.05102040816326531,0,0,0,0,1,0,0,1,0,1,0,0
263,kabir,us,"boston, mass",yes,middle eastern,male,False,False,10,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0,0,0,0,1,0,0,1,0,1,0,0
264,beat assailant,us,"miami, fl",yes,black,male,False,False,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
265,kano,uk,"london, eng",yes,black,male,False,False,9,0.0,0.4444444444444444,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0,0,1,0,0,0,0,1,0,1,0,0
266,the streets,uk,"london, eng",no,white,male,False,False,73,0.273972602739726,0.1232876712328767,0.0410958904109589,0.0136986301369863,0.0136986301369863,0.4794520547945205,0.0547945205479452,0,0,1,0,0,1,0,0,0,1,0,0
267,various_16,unknown,unknown,yes,mixed group,mixed,False,True,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,1,0
268,sound providers,us,"san diego, ca",no,white,male,False,True,10,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0,0,0,0,1,1,0,0,0,1,0,0
269,the phonograff,cdn,"vancouver, bc",no,white,male,True,False,38,0.42105263157894735,0.23684210526315788,0.0,0.0,0.02631578947368421,0.2631578947368421,0.05263157894736842,1,0,0,0,0,1,0,0,0,1,0,0
270,nubs,cdn,"vancouver, bc",unknown,unknown,male,True,False,13,0.0,0.38461538461538464,0.0,0.0,0.0,0.6153846153846154,0.0,1,0,0,0,0,0,1,0,0,1,0,0
271,radix,us,"central, ma",yes,mixed group,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
272,kop n' go,us,"new york, ny",yes,black,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
273,breed,us,"greenville, sc",yes,black,mixed,False,True,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0
274,black sage,cdn,"toronto, on",yes,black,male,True,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
275,divine brown,cdn,"toronto, on",yes,black,female,True,False,9,0.4444444444444444,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,1,0,0,0,0,0,0,1,1,0,0,0
276,substance abuse,us,"los angeles, ca",yes,black,male,False,False,13,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.3076923076923077,0.23076923076923078,0,0,0,0,1,0,0,1,0,1,0,0
277,tragedy khadafi,us,"new york, ny",yes,black,male,False,False,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
278,pete philly and perquisite,int,"amsterdam, nl",yes,mixed group,male,False,True,18,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.0,0,1,0,0,0,0,0,1,0,1,0,0
279,the boygirls,cdn,"calgary, ab",no,white,mixed,True,True,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0
280,existero and barfly,unknown,unknown,unknown,unknown,unknown,False,False,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1
281,coppershot,us,"chicago, il",yes,mixed group,male,False,True,17,0.29411764705882354,0.0,0.0,0.0,0.0,0.29411764705882354,0.4117647058823529,0,0,0,0,1,0,0,1,0,1,0,0
282,collective efforts,us,"atlanta, ga",yes,black,male,False,True,13,0.3076923076923077,0.15384615384615385,0.0,0.15384615384615385,0.0,0.38461538461538464,0.0,0,0,0,0,1,0,0,1,0,1,0,0
283,awol one,us,"los angeles, ca",no,white,male,False,False,22,0.3181818181818182,0.09090909090909091,0.2727272727272727,0.0,0.18181818181818182,0.045454545454545456,0.09090909090909091,0,0,0,0,1,1,0,0,0,1,0,0
284,$martyr (2mex & life rexall),us,"los angeles, ca",yes,hispanic,male,False,True,20,0.25,0.1,0.15,0.0,0.0,0.3,0.2,0,0,0,0,1,0,0,1,0,1,0,0
285,project polaroid,us,"new york, ny",yes,black,male,False,False,16,0.1875,0.3125,0.0,0.0,0.0,0.4375,0.0625,0,0,0,0,1,0,0,1,0,1,0,0
286,phatt al,cdn,"toronto, on",yes,black,male,True,False,54,0.037037037037037035,0.18518518518518517,0.0,0.018518518518518517,0.12962962962962962,0.5,0.12962962962962962,1,0,0,0,0,0,0,1,0,1,0,0
287,various_17,us,"oakland, ca",yes,mixed group,mixed,False,True,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0
288,various_18,int,"panama city, pan",yes,mixed group,mixed,False,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0
289,street drum corps,us,"los angeles, ca",no,white,male,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
290,mars ill,us,"atlanta, ga",no,white,male,False,True,28,0.32142857142857145,0.17857142857142858,0.0,0.0,0.03571428571428571,0.21428571428571427,0.25,0,0,0,0,1,1,0,0,0,1,0,0
291,atach tatuq,cdn,"montreal, qc",yes,mixed group,mixed,True,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0
292,mc lars,us,"new york, ny",no,white,male,False,False,3,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0,0,0,0,1,1,0,0,0,1,0,0
293,masta killa,us,"brooklyn, ny",yes,black,male,False,False,6,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0,0,0,0,1,0,0,1,0,1,0,0
294,andres,us,"detroit, mi",yes,black,male,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
295,braille,us,"portland, or",no,white,male,False,False,10,0.0,0.4,0.0,0.2,0.0,0.4,0.0,0,0,0,0,1,1,0,0,0,1,0,0
