,ARTIST NAME(S),ARTIST HOME LATITUDE,ARTIST HOME LONGITUDE,ARTIST HOME CITY,ARTIST COUNTRY,LANGUAGE OF MUSIC,VISIBLE ETHNIC MINORITY,CENSUS RACE CLASSIFICATION,ARTIST GENDER,CANADIAN CONTENT,ALBUMS PLAYED,STATIONS PLAYED ON,MEAN CHART POSITION,TOTAL DAYS PLAYED,STATION cfbx,STATION cfmh,STATION cfre,STATION cfru,STATION cfuv,STATION chly,STATION chrw,STATION chry,STATION chsr,STATION chuo,STATION chyz,STATION cick,STATION cilu,STATION cism,STATION ciut,STATION cjam,STATION cjlo,STATION cjsf,STATION cjsr,STATION cjsw,STATION cjum,STATION ckdu,STATION ckut,STATION ckxu,STATION cscr,CHART POSITION 1,CHART POSITION 2,CHART POSITION 3,CHART POSITION 4,CHART POSITION 5,CHART POSITION 6,CHART POSITION 7,CHART POSITION 8,CHART POSITION 9,CHART POSITION 10
1411,pimps of joytime,40.65,-73.95,"brooklyn, ny",us,english,yes,mixed group,mixed group,no,1,2,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0
1412,pip skid,49.83,-99.95,"brandon, mb",cdn,english,no,white,male,yes,3,11,5,83,0.060240963855421686,0.10843373493975904,0.0,0.0,0.03614457831325301,0.0,0.20481927710843373,0.0,0.0,0.0,0.0,0.0,0.024096385542168676,0.0,0.07228915662650602,0.024096385542168676,0.0,0.0,0.012048192771084338,0.024096385542168676,0.3132530120481928,0.0,0.0,0.12048192771084337,0.0,0.13253012048192772,0.1927710843373494,0.0963855421686747,0.07228915662650602,0.060240963855421686,0.07228915662650602,0.10843373493975904,0.060240963855421686,0.0963855421686747,0.10843373493975904
1413,pizzo,43.66,-79.42,"toronto, on",cdn,english,no,white,male,yes,1,2,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333
1414,plan b,42.33,-83.04,"london, eng",uk,english,no,white,male,no,1,2,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0
1415,planet asia,36.75,-119.77,"fresno, ca",us,english,yes,black,male,no,2,10,6,22,0.09090909090909091,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.18181818181818182,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.22727272727272727,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.09090909090909091,0.09090909090909091,0.0,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.22727272727272727,0.09090909090909091,0.045454545454545456,0.18181818181818182,0.0
1416,planit,49.25,-123.13,"vancouver, bc",cdn,english,no,white,male,yes,1,9,8,18,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.05555555555555555,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.3888888888888889
1417,planit & the dirty sample,49.25,-123.13,"vancouver, bc",cdn,english,no,white,male,yes,1,2,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.4444444444444444
1418,plantlife,25.77,-80.2,"miami, fl",us,english,yes,black,male group,no,1,5,6,16,0.0,0.0,0.0,0.1875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0625,0.125,0.125,0.125,0.125,0.0625,0.1875,0.0625,0.125
1419,plastic little,39.95,-75.16,"philadelphia, pa",us,english,yes,black,male,no,1,1,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25
1420,platinum black,49.88,-97.16,"winnipeg, mb",cdn,english,yes,black,male,no,1,1,8,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
1421,platinum pied pipers,42.33,-83.04,"detroit, mi",us,english,yes,black,male group,no,1,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.2,0.1,0.2,0.1
1422,playdoe,-26.2,28.08,"johannesburg, sa",int,english,yes,mixed group,male group,no,1,2,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0
1423,playdough,32.78,-96.8,"dallas, tx",us,english,no,white,male,no,1,1,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333
1424,plex,53.55,-113.5,"edmonton, ab",cdn,english,no,white,male,yes,1,6,6,31,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1935483870967742,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.5806451612903226,0.06451612903225806,0.0,0.0,0.0967741935483871,0.12903225806451613,0.16129032258064516,0.0967741935483871,0.0,0.25806451612903225,0.16129032258064516,0.06451612903225806,0.03225806451612903
1425,pocket dwellers,43.66,-79.42,"toronto, on",cdn,english,yes,mixed group,male group,yes,1,6,7,18,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.2777777777777778,0.1111111111111111
1426,pocket kings,48.43,-123.35,"victoria, bc",cdn,english,no,white,male group,yes,1,1,10,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1427,point blank,43.66,-79.42,"toronto, on",cdn,english,yes,black,male group,yes,1,3,5,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.2857142857142857,0.0
1428,polar bear with jyager,42.33,-83.04,"london, eng",uk,english,yes,mixed group,male group,no,1,3,6,18,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.16666666666666666
1429,politic live,53.55,-113.5,"edmonton, ab",cdn,english,yes,black,male group,yes,1,14,6,80,0.025,0.0,0.0,0.0,0.0625,0.025,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.2125,0.0125,0.0875,0.0875,0.2125,0.0625,0.0125,0.075,0.0125,0.1,0.0,0.1125,0.0875,0.0875,0.0625,0.0875,0.1125,0.1375,0.125,0.0625,0.125
1430,polyrhythm addicts,40.65,-73.95,"brooklyn, ny",us,english,yes,black,male group,no,2,2,6,4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25
1431,portishead,51.45,-2.58,"bristol, eng",uk,english,no,white,mixed group,no,1,2,4,2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1432,potluck,40.8,-124.16,"eureka, ca",us,english,yes,mixed group,male group,no,1,2,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
1433,preach ankobia,45.5,-73.58,"montreal, qc",cdn,english,yes,black,male,yes,1,1,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
1434,prefuse 73,33.75,-84.39,"atlanta, ga",us,english,yes,hispanic,male,no,2,4,6,14,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.5,0.0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.07142857142857142
1435,presto,34.05,-118.24,"los angeles, ca",us,english,no,white,male,no,2,7,7,31,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.12903225806451613,0.0,0.0,0.3225806451612903,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.16129032258064516,0.0,0.0,0.12903225806451613,0.03225806451612903,0.0,0.0,0.06451612903225806,0.06451612903225806,0.0,0.22580645161290322,0.0967741935483871,0.06451612903225806,0.0,0.16129032258064516,0.3225806451612903
1436,price,34.05,-118.24,"los angeles, ca",unknown,english,yes,mixed group,male group,no,1,2,8,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
1437,primeridian,41.85,-87.65,"chicago, il",us,english,yes,black,male group,no,1,1,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25
1438,problemaddicts,42.37,-72.52,"amherst, ma",us,english,yes,mixed group,male group,no,1,4,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.26666666666666666,0.0,0.5333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
1439,prodigy (of mobb deep),40.71,-74.0,"new york, ny",us,english,yes,black,male,no,3,6,6,21,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.38095238095238093,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.14285714285714285
1440,project polaroid,40.71,-74.0,"new york, ny",us,english,yes,black,male,no,1,5,6,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0625,0.1875,0.0,0.125,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.0625,0.125
1441,prolific,45.5,-73.58,"montreal, qc",cdn,english,no,white,male,yes,2,4,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.25,0.125,0.0,0.125,0.0,0.125,0.25
1442,prolyphic and reanimator,41.82,-71.41,"providence, ri/chicago, il",us,english,no,white,male group,no,1,6,7,19,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.10526315789473684,0.3157894736842105,0.0,0.21052631578947367,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.21052631578947367,0.05263157894736842
1443,proof,42.33,-83.04,"detroit, mi",us,english,yes,black,male,no,1,2,6,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
1444,provizion,42.983,-81.25,"london, on",cdn,english,yes,mixed group,male group,yes,1,3,6,17,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.0,0.11764705882352941,0.0,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.11764705882352941
1445,prozack turner,37.8,-122.27,"oakland, ca",us,english,no,white,male,no,1,1,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1446,pryde messiah,34.05,-118.24,"los angeles, ca",us,english,yes,mixed group,male group,no,1,1,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1447,prz,34.05,-118.24,"los angeles, ca",cdn,english,yes,mixed group,male group,no,1,2,9,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
1448,psalm one,41.85,-87.65,"chicago, il",us,english,yes,black,female,no,2,12,7,50,0.0,0.0,0.0,0.0,0.1,0.02,0.04,0.0,0.0,0.06,0.0,0.0,0.24,0.0,0.12,0.04,0.04,0.0,0.06,0.1,0.02,0.0,0.0,0.16,0.0,0.04,0.02,0.06,0.04,0.1,0.08,0.24,0.12,0.16,0.14
1449,psyche origami,33.75,-84.39,"atlanta, ga",us,english,yes,mixed group,male group,no,1,6,7,24,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.08333333333333333,0.0,0.0,0.20833333333333334,0.0,0.041666666666666664,0.0,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.125,0.125,0.20833333333333334,0.16666666666666666
1450,psycho les,40.71,-74.0,"new york, ny",us,english,yes,hispanic,male,no,1,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1451,public enemy,40.71,-74.0,"new york, ny",us,english,yes,black,male group,no,3,14,5,61,0.01639344262295082,0.0,0.0,0.0,0.01639344262295082,0.0,0.01639344262295082,0.0,0.09836065573770492,0.06557377049180328,0.0,0.0,0.22950819672131148,0.0,0.06557377049180328,0.0,0.01639344262295082,0.08196721311475409,0.09836065573770492,0.04918032786885246,0.09836065573770492,0.0,0.09836065573770492,0.04918032786885246,0.0,0.09836065573770492,0.09836065573770492,0.11475409836065574,0.14754098360655737,0.13114754098360656,0.03278688524590164,0.18032786885245902,0.08196721311475409,0.04918032786885246,0.06557377049180328
1452,pucker oats,43.66,-79.42,"toronto, on",cdn,english,yes,mixed group,male group,yes,1,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
1453,pud fluff,49.15,-123.92,"nanaimo, bc",cdn,english,no,white,male group,yes,1,1,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454,pud fluff & steelos,49.15,-123.92,"nanaimo, bc",cdn,english,no,white,male group,yes,1,2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
1455,puppetmastaz,52.51,13.4,"berlin, ger",int,english,no,white,male group,no,1,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1456,purple city,40.71,-74.0,"new york, ny",us,english,yes,black,male group,no,1,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1457,puzzles crew,45.5,-73.58,"montreal, qc",cdn,french,yes,mixed group,mixed group,yes,1,1,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091
1458,pythagore,45.5,-73.58,"montreal, qc",cdn,english,no,white,male,yes,1,1,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1459,q-tip,40.71,-74.0,"new york, ny",us,english,yes,black,male,no,2,7,5,45,0.044444444444444446,0.0,0.0,0.15555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.08888888888888889,0.3111111111111111,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,0.0,0.0,0.3333333333333333,0.08888888888888889,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.08888888888888889,0.08888888888888889,0.13333333333333333,0.1111111111111111,0.044444444444444446
1460,quadron,55.66,12.58,"copenhagen, denmark",int,english,no,white,mixed group,no,1,2,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111
1461,quantic,52.37,-2.32,"bewdley, uk",us,english,no,white,male,no,1,3,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.75,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.5833333333333334,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0
1462,quincy jones,41.85,-87.65,"chicago, il",us,english,yes,black,male,no,1,1,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
1463,qwel & meaty ogre,41.85,-87.65,"chicago, il",us,english,no,white,male group,no,1,7,6,34,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.14705882352941177,0.0,0.08823529411764706,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.14705882352941177,0.0,0.029411764705882353,0.058823529411764705,0.11764705882352941,0.08823529411764706,0.08823529411764706,0.14705882352941177,0.14705882352941177,0.08823529411764706,0.14705882352941177,0.08823529411764706
1464,raashan ahmad,37.8,-122.27,"oakland, ca",us,english,yes,black,male,no,1,7,7,15,0.0,0.0,0.0,0.2,0.2,0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.3333333333333333,0.2,0.06666666666666667,0.06666666666666667,0.13333333333333333
1465,radar,34.05,-118.24,"los angeles, ca",unknown,english,yes,mixed group,male group,no,1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,radio citizen,52.51,13.4,"berlin, ger",int,english,no,white,mixed group,no,1,1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
1467,radio radio,45.01,-75.63,"clare, ns",cdn,french,no,white,male group,yes,3,12,6,115,0.008695652173913044,0.0,0.0,0.1391304347826087,0.02608695652173913,0.0,0.0,0.0,0.0,0.008695652173913044,0.16521739130434782,0.0,0.0,0.043478260869565216,0.0782608695652174,0.0,0.1565217391304348,0.0,0.043478260869565216,0.1391304347826087,0.0,0.0,0.13043478260869565,0.06086956521739131,0.0,0.06956521739130435,0.05217391304347826,0.14782608695652175,0.1391304347826087,0.11304347826086956,0.12173913043478261,0.11304347826086956,0.05217391304347826,0.0782608695652174,0.11304347826086956
1468,radioinactive,34.05,-118.24,"los angeles, ca",us,english,yes,black,male,no,1,3,6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.4166666666666667,0.0,0.08333333333333333,0.08333333333333333,0.25,0.0
1469,radius,41.85,-87.65,"chicago, il",us,english,yes,black,male,no,1,2,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666
1470,radix,41.57,-71.09,"central, ma",us,english,yes,mixed group,male group,no,1,1,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
