,ARTIST NAME(S),ARTIST HOME LATITUDE,ARTIST HOME LONGITUDE,ARTIST HOME CITY,ARTIST COUNTRY,LANGUAGE OF MUSIC,VISIBLE ETHNIC MINORITY,CENSUS RACE CLASSIFICATION,ARTIST GENDER,CANADIAN CONTENT,ALBUMS PLAYED,STATIONS PLAYED ON,MEAN CHART POSITION,TOTAL DAYS PLAYED,STATION cfbx,STATION cfmh,STATION cfre,STATION cfru,STATION cfuv,STATION chly,STATION chrw,STATION chry,STATION chsr,STATION chuo,STATION chyz,STATION cick,STATION cilu,STATION cism,STATION ciut,STATION cjam,STATION cjlo,STATION cjsf,STATION cjsr,STATION cjsw,STATION cjum,STATION ckdu,STATION ckut,STATION ckxu,STATION cscr,CHART POSITION 1,CHART POSITION 2,CHART POSITION 3,CHART POSITION 4,CHART POSITION 5,CHART POSITION 6,CHART POSITION 7,CHART POSITION 8,CHART POSITION 9,CHART POSITION 10
0,$martyr (2mex & life rexall),34.05,-118.24,"los angeles, ca",us,english,yes,hispanic,male group,no,1,8,7,20,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.15,0.05,0.0,0.05,0.0,0.05,0.05,0.0,0.3,0.1,0.15,0.3,0.0
1,011,45.5,-73.58,"montreal, qc",cdn,french,no,white,mixed group,yes,1,1,8,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,12seven,34.05,-118.24,"los angeles, ca",us,english,yes,mixed group,male group,no,1,1,8,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
3,14kt,42.24,-83.61,"ypsilanti, mi",us,english,yes,black,male,no,2,2,6,11,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.0,0.0,0.09090909090909091
4,2 faces,46.8,-71.25,"quebec, qc",cdn,french,no,white,male,yes,1,1,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0625,0.1875,0.0625,0.125,0.0625,0.25
5,24-carat black,42.33,-83.04,"detroit, mi",us,english,yes,black,male group,no,1,1,6,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,2ra,37.8,-122.27,"oakland, ca",us,english,no,white,male,no,1,3,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.125,0.25,0.125,0.125,0.125,0.0,0.25
7,3d,30.42,-87.21,"pensacola, fl",us,english,yes,black,male group,no,2,1,8,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.125,0.25,0.25
8,3oh! 3,40.01,-105.27,"boulder, co",us,english,no,white,male group,no,1,2,5,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0
9,40 cal,40.71,-74.0,"new york, ny",us,english,yes,black,male,no,1,3,6,14,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.2857142857142857,0.21428571428571427,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142
10,40 watt hype,36.75,-119.77,"fresno, ca",us,english,yes,mixed group,male,no,2,4,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
11,4hero,42.33,-83.04,"london, eng",uk,english,yes,black,male group,no,1,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
12,50 cent,40.71,-74.0,"new york, ny",us,english,yes,black,male,no,2,2,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0
13,50 fingers,49.25,-123.13,"vancouver, bc",cdn,english,yes,mixed group,male group,yes,1,4,7,6,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
14,7l & esoteric,42.35,-71.06,"boston, mass",us,english,no,white,male group,no,2,4,5,13,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.15384615384615385,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.15384615384615385,0.0,0.0,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693
15,8 ball,35.15,-90.05,"memphis, tn",us,english,yes,black,male,no,1,2,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.0
16,88-keys,40.71,-74.0,"new york, ny",us,english,yes,black,male,no,1,5,8,17,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.23529411764705882,0.11764705882352941,0.0,0.0,0.0,0.5294117647058824
17,9th scientist,35.15,-90.05,"memphis, tn",us,english,yes,black,male,no,1,2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
18,9th wonder,35.77,-78.64,"raleigh, nc",us,english,yes,black,male,no,3,2,5,20,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.25,0.05,0.1,0.1,0.1,0.0,0.0,0.05,0.25,0.1
19,9th wonder and buckshot,40.65,-73.95,"brooklyn, ny",us,english,yes,black,male,no,1,3,6,10,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.4,0.1,0.1,0.1,0.1,0.0,0.1
20,a tribe called quest,40.71,-74.0,"new york, ny",us,english,yes,black,male group,no,1,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,a-alikes,40.71,-74.0,"new york, ny",us,english,yes,black,male group,no,1,1,7,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.25,0.0
22,a.a. wallace,44.65,-63.6,"halifax, ns",cdn,english,no,white,male,yes,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,a.g.,40.71,-74.0,"new york, ny",us,english,yes,black,male,no,1,9,7,28,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.10714285714285714,0.10714285714285714,0.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.10714285714285714,0.10714285714285714,0.07142857142857142,0.07142857142857142,0.17857142857142858,0.07142857142857142,0.25
24,abd al malik,48.86,2.33,"paris, france",int,french,yes,black,male,no,1,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
25,abdominal,43.66,-79.42,"toronto, on",cdn,english,no,white,male,yes,1,17,5,75,0.02666666666666667,0.0,0.08,0.013333333333333334,0.08,0.0,0.06666666666666667,0.0,0.013333333333333334,0.05333333333333334,0.14666666666666667,0.0,0.013333333333333334,0.0,0.02666666666666667,0.10666666666666667,0.04,0.08,0.02666666666666667,0.06666666666666667,0.0,0.12,0.0,0.04,0.0,0.08,0.10666666666666667,0.16,0.10666666666666667,0.09333333333333334,0.04,0.09333333333333334,0.08,0.13333333333333333,0.10666666666666667
26,absent minded,43.66,-79.42,"toronto, on",cdn,english,no,white,male,yes,1,5,8,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.16666666666666666
27,absent minded & q,45.5,-73.58,"montreal, qc",cdn,english,no,white,male group,yes,1,6,6,12,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.25,0.08333333333333333,0.0,0.16666666666666666
28,absent minds,51.08,-114.08,"calgary, ab",cdn,english,no,white,male group,yes,1,1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
29,abstract artform,49.88,-97.16,"winnipeg, mb",cdn,english,yes,white,male group,yes,1,10,5,51,0.0392156862745098,0.0,0.0,0.09803921568627451,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.13725490196078433,0.0,0.0,0.17647058823529413,0.0196078431372549,0.0,0.11764705882352941,0.11764705882352941,0.19607843137254902,0.0,0.0,0.0392156862745098,0.0,0.11764705882352941,0.1568627450980392,0.13725490196078433,0.0196078431372549,0.09803921568627451,0.0784313725490196,0.058823529411764705,0.19607843137254902,0.09803921568627451,0.0392156862745098
30,abstract rude,34.05,-118.24,"los angeles, ca",us,english,yes,black,male,no,1,12,5,54,0.0,0.0,0.0,0.037037037037037035,0.018518518518518517,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.09259259259259259,0.09259259259259259,0.07407407407407407,0.07407407407407407,0.09259259259259259,0.09259259259259259,0.2037037037037037,0.0,0.05555555555555555,0.09259259259259259,0.0,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.12962962962962962,0.1111111111111111,0.12962962962962962,0.07407407407407407,0.05555555555555555,0.09259259259259259,0.07407407407407407
31,ac the ace,53.55,-113.5,"edmonton, ab",cdn,english,no,white,male,yes,1,4,6,16,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0625,0.0,0.125,0.0625,0.0625,0.0,0.0,0.125,0.125,0.1875,0.1875,0.125
32,academy,42.33,-83.03,"windsor, on",cdn,english,yes,mixed group,male group,yes,3,1,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.125,0.0,0.0,0.125,0.0,0.0,0.125,0.0
33,accrophone,46.8,-71.25,"quebec, qc",cdn,french,no,white,male group,yes,2,2,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7567567567567568,0.0,0.0,0.0,0.0,0.0,0.24324324324324326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,0.16216216216216217,0.10810810810810811,0.13513513513513514,0.16216216216216217,0.10810810810810811,0.0,0.05405405405405406,0.02702702702702703,0.08108108108108109
34,aceyalone,34.05,-118.24,"los angeles, ca",us,english,yes,black,male,no,3,17,5,170,0.0,0.0,0.047058823529411764,0.06470588235294118,0.08235294117647059,0.01764705882352941,0.08235294117647059,0.0,0.0,0.047058823529411764,0.0,0.0,0.11176470588235295,0.0,0.029411764705882353,0.08235294117647059,0.023529411764705882,0.03529411764705882,0.08823529411764706,0.07647058823529412,0.07647058823529412,0.01764705882352941,0.01764705882352941,0.1,0.0,0.09411764705882353,0.11764705882352941,0.14705882352941177,0.12352941176470589,0.03529411764705882,0.10588235294117647,0.1,0.07058823529411765,0.11176470588235295,0.09411764705882353
35,acid reign,34.05,-118.24,"los angeles, ca",us,english,no,white,male group,no,1,3,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333
36,addictiv,45.5,-73.58,"montreal, qc",cdn,english,yes,black,female,yes,1,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,adoe-g,53.55,-113.5,"edmonton, ab",cdn,english,yes,native canadian,male,yes,1,1,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5
38,advent children,43.66,-79.42,"toronto, on",cdn,english,yes,mixed group,male group,yes,1,1,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0
39,aerosubtle,49.7,-112.83,"lethbridge, ab",cdn,english,no,white,male,yes,2,1,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0
40,aesop rock,40.71,-74.0,"new york, ny",us,english,no,white,male,no,3,15,5,108,0.0,0.0,0.0,0.0,0.09259259259259259,0.12962962962962962,0.018518518518518517,0.0,0.0,0.07407407407407407,0.07407407407407407,0.0,0.1111111111111111,0.0,0.0,0.037037037037037035,0.07407407407407407,0.027777777777777776,0.1111111111111111,0.018518518518518517,0.05555555555555555,0.027777777777777776,0.06481481481481481,0.08333333333333333,0.0,0.10185185185185185,0.1388888888888889,0.14814814814814814,0.1111111111111111,0.09259259259259259,0.046296296296296294,0.12962962962962962,0.06481481481481481,0.10185185185185185,0.06481481481481481
41,afro classics,34.05,-118.24,"los angeles, ca",us,english,yes,black,male group,no,1,1,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
42,afrodizz,45.5,-73.58,"montreal, qc",cdn,english,yes,mixed group,male group,yes,1,1,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,afroskull,40.71,-74.0,"new york, ny",us,english,yes,mixed group,male group,no,1,1,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
44,after.words,40.27,-76.88,"harrisburg, pa",us,english,no,white,male group,no,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,agallah,40.65,-73.95,"brooklyn, ny",us,english,yes,hispanic,male,no,1,1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,air america,48.4,-89.2,"thunder bay, on",cdn,english,no,white,male group,yes,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,aja west,47.6,-122.33,"seattle, wa",us,english,no,white,male,no,1,1,9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,aja west and friends,47.6,-122.33,"seattle, wa",us,english,no,white,male,no,1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,akir,40.71,-74.0,"new york, ny",us,english,yes,black,male,no,1,6,6,17,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.4117647058823529,0.058823529411764705,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,0.11764705882352941,0.0,0.23529411764705882,0.23529411764705882,0.0
50,akrobatik,42.35,-71.06,"boston, mass",us,english,yes,black,male,no,1,7,5,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.1935483870967742,0.16129032258064516,0.0,0.12903225806451613,0.12903225806451613,0.0,0.0,0.0,0.22580645161290322,0.0,0.1935483870967742,0.16129032258064516,0.0967741935483871,0.0967741935483871,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.16129032258064516,0.0,0.12903225806451613
51,alaclair ensemble,45.5,-73.58,"montreal, qc",cdn,french,yes,mixed group,male group,yes,1,1,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0
52,alex dimez,43.66,-79.42,"toronto, on",cdn,english,yes,black,male,yes,1,1,9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,alexipharmic,48.12,-123.43,"port angeles, wa",us,english,no,white,male,no,1,3,5,7,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
54,alexis gideon,41.85,-87.65,"chicago, il",us,english,no,white,male,no,1,2,3,4,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0
55,ali the son of abdul,43.66,-79.42,"toronto, on",cdn,english,yes,middle eastern,male,yes,3,7,6,31,0.12903225806451613,0.0,0.0,0.06451612903225806,0.12903225806451613,0.0,0.0,0.0,0.0,0.22580645161290322,0.1935483870967742,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.0,0.03225806451612903,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.16129032258064516,0.12903225806451613,0.03225806451612903,0.16129032258064516,0.16129032258064516,0.0967741935483871
56,alias,43.66,-70.25,"portland, me",us,english,no,white,male,no,1,3,6,9,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
57,alias and tarsier,34.05,-118.24,"los angeles, ca",us,english,yes,mixed group,male group,no,1,1,10,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58,alias donmillion,43.66,-79.42,"toronto, on",cdn,english,yes,black,male,yes,1,1,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222
59,alice russell,39.98,-104.82,"brighton, eng",uk,english,no,white,female,no,1,3,5,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.21428571428571427,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.0,0.14285714285714285,0.0,0.21428571428571427,0.0,0.14285714285714285,0.0,0.14285714285714285
60,alice smith,38.89,-77.03,"washington, dc",us,english,yes,black,female,no,1,3,6,6,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666
61,alicia keys,40.71,-74.0,"new york, ny",us,english,yes,black,female,no,1,1,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4782608695652174,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.13043478260869565,0.13043478260869565,0.0,0.043478260869565216,0.0,0.0
