,STATION,WEEK OF,STATION LATITUDE,STATION LONGITUDE,STATION CITY,STATION PROVINCE,MOST PLAYED ARTIST CITY,ARTIST COUNTRY,MOST PLAYED LABEL TYPE,MOST PLAYED LABEL ,ARTIST GENDER female,ARTIST GENDER male,ARTIST GENDER male group,ARTIST GENDER mixed group,CENSUS RACE CLASSIFICATION asian,CENSUS RACE CLASSIFICATION asian other,CENSUS RACE CLASSIFICATION black,CENSUS RACE CLASSIFICATION hispanic,CENSUS RACE CLASSIFICATION mixed group,CENSUS RACE CLASSIFICATION white,ARTIST COUNTRY cdn,ARTIST COUNTRY int,ARTIST COUNTRY uk,ARTIST COUNTRY us,ARTIST COUNTRY us/cdn,CANADIAN CONTENT no,CANADIAN CONTENT yes,ARTIST COUNTRY unknown,ARTIST GENDER unknown,CENSUS RACE CLASSIFICATION unknown,ARTIST GENDER female group,CENSUS RACE CLASSIFICATION native american,CENSUS RACE CLASSIFICATION native canadian,CENSUS RACE CLASSIFICATION middle eastern,CENSUS RACE CLASSIFICATION unidentified,CENSUS RACE CLASSIFICATION asian indian,CENSUS RACE CLASSIFICATION jewish,CENSUS RACE CLASSIFICATION romany,CENSUS RACE CLASSIFICATION other asian,CENSUS RACE CLASSIFICATION indian,CENSUS RACE CLASSIFICATION indian asian,CENSUS RACE CLASSIFICATION inuit,CENSUS RACE CLASSIFICATION metis,ARTIST GENDER no,CENSUS RACE CLASSIFICATION male,CENSUS RACE CLASSIFICATION east asian
1589,ckut,2008-02-26,45.5,-73.58,montreal,qc,"new york, ny",us,indie,asylum,0.0,0.8,0.2,0.0,0.0,0.0,0.7,0.0,0.2,0.1,0.0,0.0,0.1,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,ckxu,2008-02-26,49.7,-112.83,lethbridge,ab,"edmonton, ab",cdn,indie,bbe,0.1,0.4,0.3,0.2,0.0,0.0,0.1,0.0,0.2,0.7,0.7,0.2,0.0,0.1,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1591,cfru,2008-03-04,43.55,-80.25,guelph,on,"edmonton, ab",cdn,indie,atlantic,0.0,0.5,0.5,0.0,0.0,0.1,0.3,0.0,0.4,0.2,0.6,0.0,0.0,0.3,0.0,0.4,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,cfuv,2008-03-04,48.43,-123.35,victoria,bc,unknown,us,indie,atlantic,0.1,0.4,0.3,0.2,0.0,0.0,0.5,0.0,0.2,0.3,0.3,0.1,0.0,0.6,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1593,chly,2008-03-04,49.15,-123.92,nanaimo,bc,"toronto, on",cdn,indie,urbnet,0.0,0.8,0.0,0.1,0.0,0.0,0.5,0.0,0.1,0.2,0.8,0.0,0.0,0.2,0.0,0.2,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1594,chuo,2008-03-04,45.417,-75.7,ottawa,on,"new york, ny",us,indie,atlantic,0.0,0.4,0.5,0.1,0.0,0.0,0.6,0.0,0.2,0.2,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,cilu,2008-03-04,48.4,-89.2,thunder bay,on,"new york, ny",us,indie,self-released,0.0,0.6,0.3,0.1,0.0,0.0,0.5,0.0,0.3,0.2,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,ciut,2008-03-04,43.66,-79.42,toronto,on,"toronto, on",us,indie,beyoundspheres,0.0,0.6,0.3,0.1,0.0,0.0,0.7,0.0,0.1,0.1,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,cjam,2008-03-04,42.33,-83.03,windsor,on,"new york, ny",us,indie,self-released,0.0,0.5,0.4,0.1,0.0,0.0,0.7,0.0,0.3,0.0,0.3,0.0,0.0,0.6,0.0,0.7,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1598,cjlo,2008-03-04,45.5,-73.58,montreal,qc,"montreal, qc",cdn,indie,atlantic,0.0,0.9,0.1,0.0,0.0,0.0,0.6,0.0,0.1,0.3,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,cjsf,2008-03-04,49.25,-123.13,burnaby,bc,"berkeley, ca",us,indie,brockway entertainment,0.0,0.6,0.3,0.1,0.0,0.0,0.5,0.0,0.2,0.3,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,cjsr,2008-03-04,53.55,-113.5,edmonton,ab,"edmonton, ab",us,indie,self-released,0.1,0.5,0.3,0.1,0.0,0.0,0.6,0.0,0.1,0.2,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,cjsw,2008-03-04,51.08,-114.08,calgary,ab,"boston, mass",cdn,indie,self-released,0.0,0.8,0.1,0.1,0.0,0.0,0.5,0.1,0.1,0.3,0.4,0.2,0.0,0.4,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,cjum,2008-03-04,49.88,-97.17,winnipeg,mb,"new york, ny",us,indie,atlantic,0.0,0.6,0.3,0.1,0.0,0.0,0.8,0.0,0.1,0.1,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,ckut,2008-03-04,45.5,-73.58,montreal,qc,"new york, ny",us,major,asylum,0.1,0.7,0.2,0.0,0.0,0.0,0.7,0.0,0.2,0.1,0.0,0.0,0.1,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,ckxu,2008-03-04,49.7,-112.83,lethbridge,ab,"edmonton, ab",cdn,indie,rusty tusk,0.0,0.5,0.4,0.1,0.0,0.0,0.1,0.0,0.2,0.6,0.7,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,cfbx,2008-03-11,50.67,-120.33,kamloops,bc,"chicago, il",cdn,indie,atlantic,0.0,0.6,0.3,0.1,0.0,0.0,0.5,0.0,0.1,0.4,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,cfru,2008-03-11,43.55,-80.25,guelph,on,"chicago, il",cdn,indie,atlantic,0.0,0.6,0.3,0.1,0.0,0.1,0.4,0.0,0.3,0.2,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,chrw,2008-03-11,42.983,-81.25,london,on,"london, on",cdn,indie,self-released,0.0,0.5,0.4,0.0,0.0,0.0,0.4,0.0,0.2,0.3,0.6,0.0,0.0,0.3,0.0,0.4,0.6,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,chuo,2008-03-11,45.417,-75.7,ottawa,on,"new york, ny",us,indie,self-released,0.0,0.3,0.6,0.1,0.0,0.0,0.4,0.0,0.2,0.4,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,chyz,2008-03-11,45.57,-73.75,laval,qc,"cape town, south africa",us,indie,jarring effects,0.0,0.5,0.5,0.0,0.0,0.0,0.2,0.0,0.3,0.5,0.3,0.3,0.0,0.4,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,cilu,2008-03-11,48.4,-89.2,thunder bay,on,"new york, ny",cdn,indie,definitive jux,0.0,0.7,0.2,0.1,0.0,0.0,0.5,0.0,0.2,0.3,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,ciut,2008-03-11,43.66,-79.42,toronto,on,"toronto, on",cdn,indie,beyoundspheres,0.0,0.5,0.4,0.1,0.0,0.0,0.6,0.0,0.2,0.1,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,cjam,2008-03-11,42.33,-83.03,windsor,on,"new york, ny",cdn,indie,urbnet,0.0,0.6,0.3,0.1,0.0,0.0,0.5,0.0,0.3,0.2,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,cjlo,2008-03-11,45.5,-73.58,montreal,qc,"montreal, qc",cdn,indie,atlantic,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,cjsr,2008-03-11,53.55,-113.5,edmonton,ab,"edmonton, ab",us,indie,self-released,0.1,0.5,0.3,0.1,0.0,0.0,0.6,0.0,0.1,0.2,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,cjsw,2008-03-11,51.08,-114.08,calgary,ab,"new york, ny",us,indie,bbe,0.0,0.8,0.2,0.0,0.0,0.0,0.5,0.1,0.2,0.2,0.2,0.2,0.0,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,cjum,2008-03-11,49.88,-97.17,winnipeg,mb,"new york, ny",us,indie,atlantic,0.0,0.6,0.3,0.1,0.0,0.0,0.8,0.0,0.1,0.1,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,ckdu,2008-03-11,44.65,-63.6,halifax,ns,"toronto, on",cdn,indie,atlantic,0.0,0.7,0.2,0.1,0.0,0.0,0.4,0.0,0.2,0.4,0.8,0.1,0.0,0.1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,ckut,2008-03-11,45.5,-73.58,montreal,qc,"new york, ny",us,indie,bbe,0.1,0.7,0.2,0.0,0.0,0.0,0.6,0.0,0.2,0.1,0.0,0.0,0.1,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,ckxu,2008-03-11,49.7,-112.83,lethbridge,ab,"edmonton, ab",cdn,indie,urbnet,0.1,0.6,0.3,0.0,0.0,0.0,0.4,0.0,0.1,0.4,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620,cfru,2008-03-18,43.55,-80.25,guelph,on,"toronto, on",cdn,indie,urbnet,0.0,0.7,0.3,0.0,0.0,0.0,0.4,0.0,0.2,0.3,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,cfuv,2008-03-18,48.43,-123.35,victoria,bc,"edmonton, ab",cdn,indie,delicious vinyl,0.1,0.3,0.5,0.1,0.0,0.0,0.3,0.0,0.2,0.5,0.5,0.1,0.0,0.4,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,chrw,2008-03-18,42.983,-81.25,london,on,"edmonton, ab",cdn,indie,atlantic,0.0,0.7,0.1,0.1,0.1,0.0,0.3,0.0,0.2,0.2,0.6,0.0,0.0,0.3,0.0,0.4,0.6,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,chuo,2008-03-18,45.417,-75.7,ottawa,on,"new york, ny",us,indie,atlantic,0.0,0.4,0.5,0.1,0.0,0.0,0.5,0.0,0.2,0.3,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,chyz,2008-03-18,45.57,-73.75,laval,qc,"cape town, south africa",us,indie,jarring effects,0.0,0.4,0.5,0.0,0.0,0.0,0.1,0.0,0.3,0.5,0.2,0.3,0.0,0.4,0.0,0.8,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,cilu,2008-03-18,48.4,-89.2,thunder bay,on,"new york, ny",us,indie,definitive jux,0.0,0.7,0.3,0.0,0.0,0.0,0.3,0.0,0.1,0.6,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,ciut,2008-03-18,43.66,-79.42,toronto,on,"toronto, on",cdn,indie,black box,0.0,0.5,0.3,0.2,0.0,0.0,0.6,0.0,0.3,0.0,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,cjam,2008-03-18,42.33,-83.03,windsor,on,"toronto, on",cdn,indie,urbnet,0.0,0.7,0.2,0.1,0.0,0.0,0.7,0.0,0.3,0.0,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,cjlo,2008-03-18,45.5,-73.58,montreal,qc,"montreal, qc",cdn,indie,atlantic,0.0,0.9,0.0,0.1,0.0,0.0,0.6,0.0,0.1,0.3,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629,cjsr,2008-03-18,53.55,-113.5,edmonton,ab,"edmonton, ab",cdn,indie,self-released,0.1,0.6,0.2,0.1,0.0,0.0,0.6,0.0,0.1,0.2,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,cjum,2008-03-18,49.88,-97.17,winnipeg,mb,"new york, ny",us,indie,atlantic,0.0,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.1,0.0,0.0,0.9,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,ckut,2008-03-18,45.5,-73.58,montreal,qc,"new york, ny",us,indie,def jam,0.1,0.7,0.2,0.0,0.0,0.0,0.6,0.0,0.2,0.1,0.0,0.0,0.1,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,ckxu,2008-03-18,49.7,-112.83,lethbridge,ab,"toronto, on",cdn,indie,urbnet,0.0,0.7,0.3,0.0,0.0,0.0,0.5,0.0,0.1,0.4,0.6,0.1,0.0,0.3,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,cfbx,2008-03-25,50.67,-120.33,kamloops,bc,"chicago, il",cdn,indie,jarring effects,0.0,0.4,0.5,0.1,0.0,0.0,0.3,0.0,0.2,0.5,0.5,0.2,0.0,0.3,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,cfuv,2008-03-25,48.43,-123.35,victoria,bc,"edmonton, ab",cdn,indie,atlantic,0.1,0.4,0.3,0.2,0.0,0.0,0.3,0.0,0.3,0.4,0.5,0.1,0.0,0.4,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,chrw,2008-03-25,42.983,-81.25,london,on,"toronto, on",cdn,indie,atlantic,0.0,0.6,0.2,0.1,0.1,0.0,0.4,0.0,0.2,0.1,0.5,0.0,0.0,0.4,0.0,0.5,0.5,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,chyz,2008-03-25,45.57,-73.75,laval,qc,"cape town, south africa",us,indie,jarring effects,0.0,0.2,0.7,0.0,0.0,0.0,0.1,0.0,0.3,0.5,0.2,0.2,0.0,0.5,0.0,0.8,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,cilu,2008-03-25,48.4,-89.2,thunder bay,on,unknown,us,indie,self-released,0.0,0.5,0.3,0.1,0.0,0.0,0.4,0.0,0.1,0.4,0.2,0.0,0.0,0.7,0.0,0.8,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,ciut,2008-03-25,43.66,-79.42,toronto,on,"toronto, on",cdn,indie,black box,0.0,0.4,0.4,0.2,0.0,0.0,0.6,0.0,0.3,0.0,0.7,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,cjam,2008-03-25,42.33,-83.03,windsor,on,"boston, mass",us,indie,urbnet,0.0,0.8,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.3,0.1,0.0,0.6,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,cjlo,2008-03-25,45.5,-73.58,montreal,qc,"montreal, qc",cdn,indie,atlantic,0.0,0.9,0.0,0.1,0.0,0.0,0.6,0.0,0.1,0.3,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641,cjsr,2008-03-25,53.55,-113.5,edmonton,ab,"boston, mass",cdn,indie,7 grand,0.1,0.7,0.2,0.0,0.0,0.0,0.5,0.0,0.1,0.4,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,cjsw,2008-03-25,51.08,-114.08,calgary,ab,"boston, mass",us,indie,bbe,0.0,0.5,0.4,0.1,0.0,0.0,0.4,0.0,0.4,0.2,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643,cjum,2008-03-25,49.88,-97.17,winnipeg,mb,"new york, ny",us,indie,atlantic,0.0,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.1,0.0,0.0,0.9,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1644,ckxu,2008-03-25,49.7,-112.83,lethbridge,ab,"edmonton, ab",cdn,indie,self-released,0.0,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.1,0.5,0.4,0.2,0.0,0.4,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,cfru,2008-04-01,43.55,-80.25,guelph,on,"atlanta, ga/white plains, ny",us,indie,definitive jux,0.0,0.6,0.4,0.0,0.0,0.0,0.5,0.0,0.2,0.3,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,cfuv,2008-04-01,48.43,-123.35,victoria,bc,"edmonton, ab",cdn,indie,delicious vinyl,0.1,0.4,0.3,0.2,0.0,0.0,0.3,0.0,0.5,0.2,0.5,0.1,0.0,0.4,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,chly,2008-04-01,49.15,-123.92,nanaimo,bc,"brooklyn, ny",cdn,indie,black box,0.0,0.7,0.1,0.1,0.0,0.0,0.5,0.0,0.1,0.3,0.7,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,chrw,2008-04-01,42.983,-81.25,london,on,"london, on",cdn,indie,atlantic,0.0,1.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.2,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,chsr,2008-04-01,45.95,-66.63,fredericton,nb,"halifax, ns",cdn,indie,40s & 9s,0.1,0.4,0.4,0.1,0.0,0.0,0.3,0.0,0.2,0.5,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,chyz,2008-04-01,45.57,-73.75,laval,qc,"brooklyn, ny",us,indie,jarring effects,0.0,0.3,0.6,0.0,0.0,0.0,0.2,0.0,0.2,0.5,0.2,0.2,0.0,0.5,0.0,0.8,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,cilu,2008-04-01,48.4,-89.2,thunder bay,on,"brooklyn, ny",us,indie,brockway entertainment,0.0,0.5,0.3,0.1,0.0,0.0,0.4,0.0,0.1,0.4,0.2,0.0,0.0,0.7,0.0,0.8,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,ciut,2008-04-01,43.66,-79.42,toronto,on,"toronto, on",cdn,indie,self-released,0.0,0.4,0.4,0.1,0.0,0.0,0.6,0.0,0.3,0.0,0.6,0.0,0.0,0.3,0.0,0.4,0.6,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,cjam,2008-04-01,42.33,-83.03,windsor,on,"boston, mass",us,indie,urbnet,0.0,0.8,0.2,0.0,0.0,0.0,0.8,0.0,0.1,0.1,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,cjlo,2008-04-01,45.5,-73.58,montreal,qc,"montreal, qc",cdn,indie,atlantic,0.0,0.9,0.0,0.1,0.0,0.0,0.5,0.0,0.1,0.4,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,cjsf,2008-04-01,49.25,-123.13,burnaby,bc,"berkeley, ca",cdn,indie,brockway entertainment,0.0,0.6,0.3,0.1,0.0,0.0,0.6,0.0,0.2,0.2,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,cjsr,2008-04-01,53.55,-113.5,edmonton,ab,"boston, mass",us,indie,self-released,0.0,0.8,0.2,0.0,0.0,0.0,0.6,0.0,0.1,0.3,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
