,STATION,WEEK OF,STATION LATITUDE,STATION LONGITUDE,STATION CITY,STATION PROVINCE,MOST PLAYED ARTIST CITY,ARTIST COUNTRY,MOST PLAYED LABEL TYPE,MOST PLAYED LABEL ,ARTIST GENDER female,ARTIST GENDER male,ARTIST GENDER male group,ARTIST GENDER mixed group,CENSUS RACE CLASSIFICATION asian,CENSUS RACE CLASSIFICATION asian other,CENSUS RACE CLASSIFICATION black,CENSUS RACE CLASSIFICATION hispanic,CENSUS RACE CLASSIFICATION mixed group,CENSUS RACE CLASSIFICATION white,ARTIST COUNTRY cdn,ARTIST COUNTRY int,ARTIST COUNTRY uk,ARTIST COUNTRY us,ARTIST COUNTRY us/cdn,CANADIAN CONTENT no,CANADIAN CONTENT yes,ARTIST COUNTRY unknown,ARTIST GENDER unknown,CENSUS RACE CLASSIFICATION unknown,ARTIST GENDER female group,CENSUS RACE CLASSIFICATION native american,CENSUS RACE CLASSIFICATION native canadian,CENSUS RACE CLASSIFICATION middle eastern,CENSUS RACE CLASSIFICATION unidentified,CENSUS RACE CLASSIFICATION asian indian,CENSUS RACE CLASSIFICATION jewish,CENSUS RACE CLASSIFICATION romany,CENSUS RACE CLASSIFICATION other asian,CENSUS RACE CLASSIFICATION indian,CENSUS RACE CLASSIFICATION indian asian,CENSUS RACE CLASSIFICATION inuit,CENSUS RACE CLASSIFICATION metis,ARTIST GENDER no,CENSUS RACE CLASSIFICATION male,CENSUS RACE CLASSIFICATION east asian
955,chry,2007-04-17,43.66,-79.42,toronto,on,"detroit, mi",cdn,indie,def jam,0.0,0.8,0.2,0.0,0.0,0.0,0.8,0.0,0.1,0.1,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,chyz,2007-04-17,45.57,-73.75,laval,qc,"brooklyn, ny",us,indie,audio pact,0.0,0.5,0.3,0.1,0.0,0.0,0.6,0.0,0.2,0.2,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,cilu,2007-04-17,48.4,-89.2,thunder bay,on,"brooklyn, ny",us,indie,cordless,0.0,0.7,0.1,0.1,0.0,0.0,0.4,0.0,0.2,0.4,0.1,0.0,0.1,0.8,0.0,0.9,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,cjam,2007-04-17,42.33,-83.03,windsor,on,"toronto, on",us,indie,definitive jux,0.0,0.4,0.5,0.1,0.0,0.0,0.4,0.0,0.5,0.1,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,cjlo,2007-04-17,45.5,-73.58,montreal,qc,"brooklyn, ny",cdn,indie,definitive jux,0.0,0.8,0.2,0.0,0.0,0.0,0.5,0.0,0.1,0.4,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,cjsf,2007-04-17,49.25,-123.13,burnaby,bc,unknown,cdn,indie,brockway entertainment,0.0,0.3,0.6,0.1,0.0,0.0,0.5,0.0,0.3,0.2,0.5,0.1,0.0,0.4,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,cjsr,2007-04-17,53.55,-113.5,edmonton,ab,"toronto, on",cdn,indie,urbnet,0.0,0.7,0.3,0.0,0.0,0.0,0.5,0.1,0.1,0.3,0.7,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,cjsw,2007-04-17,51.08,-114.08,calgary,ab,"toronto, on",us,indie,audio 8,0.0,0.8,0.2,0.0,0.0,0.0,0.5,0.0,0.1,0.4,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,cjum,2007-04-17,49.88,-97.17,winnipeg,mb,"new york, ny",us,indie,decon,0.0,0.8,0.2,0.0,0.0,0.0,0.4,0.0,0.1,0.5,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,ckdu,2007-04-17,44.65,-63.6,halifax,ns,"halifax, ns",cdn,indie,urbnet,0.0,0.7,0.3,0.0,0.0,0.0,0.4,0.1,0.1,0.4,0.9,0.0,0.0,0.1,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,ckut,2007-04-17,45.5,-73.58,montreal,qc,"los angeles, ca",us,indie,interscope,0.0,0.7,0.3,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,ckxu,2007-04-17,49.7,-112.83,lethbridge,ab,"toronto, on",cdn,indie,classy criminal,0.0,0.8,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.6,0.1,0.0,0.3,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,cfbx,2007-04-24,50.67,-120.33,kamloops,bc,"calgary, ab",cdn,indie,classy criminal,0.1,0.7,0.2,0.0,0.0,0.0,0.1,0.1,0.2,0.6,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,cfre,2007-04-24,46.59,-79.66,mississauga,on,"toronto, on",us,indie,urbnet,0.0,0.4,0.6,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,cfuv,2007-04-24,48.43,-123.35,victoria,bc,"brooklyn, ny",us,indie,big dada,0.0,0.7,0.3,0.0,0.0,0.0,0.5,0.0,0.1,0.4,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,chly,2007-04-24,49.15,-123.92,nanaimo,bc,"new york, ny",us,indie,def jam,0.0,0.5,0.3,0.1,0.0,0.0,0.6,0.0,0.1,0.3,0.1,0.2,0.0,0.7,0.0,0.9,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,chrw,2007-04-24,42.983,-81.25,london,on,"toronto, on",cdn,indie,virgin,0.0,0.6,0.4,0.0,0.0,0.0,0.4,0.1,0.0,0.4,0.7,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,chsr,2007-04-24,45.95,-66.63,fredericton,nb,"halifax, ns",cdn,indie,deadbeats ent.,0.1,0.8,0.1,0.0,0.0,0.0,0.5,0.1,0.0,0.4,0.5,0.0,0.1,0.4,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,chuo,2007-04-24,45.417,-75.7,ottawa,on,"toronto, on",cdn,indie,decon,0.0,0.8,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.6,0.1,0.0,0.3,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,chyz,2007-04-24,45.57,-73.75,laval,qc,"chicago, il",us,indie,audio pact,0.0,0.6,0.3,0.1,0.0,0.0,0.6,0.0,0.2,0.2,0.3,0.1,0.0,0.6,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,cilu,2007-04-24,48.4,-89.2,thunder bay,on,"new york, ny",us,indie,abb,0.0,0.6,0.4,0.0,0.0,0.0,0.7,0.0,0.2,0.1,0.2,0.1,0.0,0.7,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,cjam,2007-04-24,42.33,-83.03,windsor,on,"detroit, mi",cdn,indie,definitive jux,0.0,0.8,0.2,0.0,0.0,0.0,0.4,0.0,0.1,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,cjlo,2007-04-24,45.5,-73.58,montreal,qc,"vancouver, bc",cdn,indie,stones throw,0.0,0.6,0.4,0.0,0.0,0.0,0.7,0.0,0.1,0.2,0.5,0.0,0.1,0.4,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,cjsf,2007-04-24,49.25,-123.13,burnaby,bc,"vancouver, bc",cdn,indie,urbnet,0.0,0.6,0.4,0.0,0.0,0.0,0.5,0.0,0.2,0.3,0.7,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,cjsr,2007-04-24,53.55,-113.5,edmonton,ab,"vancouver, bc",cdn,indie,urbnet,0.0,0.6,0.4,0.0,0.0,0.0,0.5,0.0,0.2,0.3,0.7,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,cjsw,2007-04-24,51.08,-114.08,calgary,ab,"toronto, on",us,indie,beat garden,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.1,0.4,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,cjum,2007-04-24,49.88,-97.17,winnipeg,mb,"burnaby, bc",us,indie,all natural inc.,0.0,0.7,0.3,0.0,0.1,0.0,0.4,0.0,0.1,0.4,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,ckdu,2007-04-24,44.65,-63.6,halifax,ns,"halifax, ns",cdn,indie,urbnet,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.2,0.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,ckut,2007-04-24,45.5,-73.58,montreal,qc,"brooklyn, ny",us,indie,interscope,0.0,0.7,0.3,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,ckxu,2007-04-24,49.7,-112.83,lethbridge,ab,"vancouver, bc",cdn,indie,do right! music,0.0,0.9,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,cfre,2007-05-01,46.59,-79.66,mississauga,on,"toronto, on",us,indie,urbnet,0.0,0.4,0.6,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,cfuv,2007-05-01,48.43,-123.35,victoria,bc,"brooklyn, ny",us,indie,big dada,0.0,0.9,0.1,0.0,0.0,0.0,0.6,0.0,0.1,0.3,0.1,0.1,0.0,0.8,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,chly,2007-05-01,49.15,-123.92,nanaimo,bc,"new york, ny",us,indie,def jam,0.0,0.5,0.3,0.1,0.0,0.0,0.6,0.0,0.1,0.3,0.1,0.2,0.0,0.7,0.0,0.9,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,chrw,2007-05-01,42.983,-81.25,london,on,"toronto, on",cdn,indie,virgin,0.0,0.8,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.8,0.0,0.0,0.2,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,chuo,2007-05-01,45.417,-75.7,ottawa,on,"detroit, mi",us,indie,droppin' science,0.0,0.7,0.3,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,chyz,2007-05-01,45.57,-73.75,laval,qc,"chicago, il",us,indie,audio pact,0.0,0.7,0.2,0.1,0.0,0.0,0.7,0.0,0.1,0.2,0.3,0.1,0.0,0.6,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,cilu,2007-05-01,48.4,-89.2,thunder bay,on,"brooklyn, ny",us,indie,cordless,0.0,0.8,0.2,0.0,0.0,0.0,0.5,0.0,0.1,0.4,0.2,0.0,0.1,0.7,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,cjam,2007-05-01,42.33,-83.03,windsor,on,"detroit, mi",us,indie,big dada,0.1,0.6,0.2,0.1,0.0,0.0,0.5,0.0,0.2,0.3,0.0,0.3,0.1,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,cjsf,2007-05-01,49.25,-123.13,burnaby,bc,"vancouver, bc",cdn,indie,decon,0.0,0.8,0.2,0.0,0.0,0.0,0.5,0.1,0.1,0.3,0.4,0.1,0.1,0.4,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,cjsr,2007-05-01,53.55,-113.5,edmonton,ab,"detroit, mi",cdn,indie,urbnet,0.0,0.6,0.4,0.0,0.0,0.0,0.5,0.0,0.2,0.3,0.7,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,cjum,2007-05-01,49.88,-97.17,winnipeg,mb,"brooklyn, ny",us,indie,all natural inc.,0.0,0.8,0.2,0.0,0.1,0.0,0.4,0.0,0.1,0.4,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,ckdu,2007-05-01,44.65,-63.6,halifax,ns,"halifax, ns",cdn,indie,urbnet,0.0,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.9,0.0,0.0,0.1,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,ckut,2007-05-01,45.5,-73.58,montreal,qc,"brooklyn, ny",us,indie,babygrande,0.0,0.7,0.3,0.0,0.0,0.0,0.6,0.1,0.1,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,ckxu,2007-05-01,49.7,-112.83,lethbridge,ab,"vancouver, bc",cdn,indie,definitive jux,0.0,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.3,0.3,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,cfbx,2007-05-08,50.67,-120.33,kamloops,bc,unknown,cdn,indie,classy criminal,0.2,0.6,0.1,0.1,0.0,0.0,0.2,0.1,0.1,0.6,0.4,0.0,0.1,0.3,0.0,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,cfre,2007-05-08,46.59,-79.66,mississauga,on,"toronto, on",cdn,indie,urbnet,0.0,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.1,0.1,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,cfuv,2007-05-08,48.43,-123.35,victoria,bc,"brooklyn, ny",us,indie,audio 8,0.0,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.3,0.3,0.1,0.1,0.0,0.8,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,chly,2007-05-08,49.15,-123.92,nanaimo,bc,"augusta, ga",us,indie,def jam,0.0,0.5,0.4,0.1,0.0,0.0,0.7,0.0,0.2,0.1,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,chrw,2007-05-08,42.983,-81.25,london,on,"toronto, on",us,indie,classy criminal,0.0,0.7,0.3,0.0,0.1,0.0,0.3,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,chuo,2007-05-08,45.417,-75.7,ottawa,on,"vancouver, bc",us,indie,audio 8,0.1,0.6,0.3,0.0,0.0,0.0,0.6,0.0,0.3,0.1,0.3,0.1,0.0,0.6,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,chyz,2007-05-08,45.57,-73.75,laval,qc,"quebec, qc",us,indie,audio pact,0.0,0.7,0.3,0.0,0.0,0.0,0.6,0.0,0.1,0.3,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,cilu,2007-05-08,48.4,-89.2,thunder bay,on,"brooklyn, ny",us,indie,cordless,0.0,0.8,0.2,0.0,0.0,0.0,0.5,0.0,0.1,0.4,0.2,0.0,0.1,0.7,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,cjam,2007-05-08,42.33,-83.03,windsor,on,"detroit, mi",us,indie,abb,0.0,0.9,0.1,0.0,0.0,0.0,0.7,0.0,0.1,0.2,0.1,0.2,0.0,0.7,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,cjlo,2007-05-08,45.5,-73.58,montreal,qc,"detroit, mi",us,indie,all natural inc.,0.0,0.8,0.2,0.0,0.0,0.0,0.6,0.0,0.1,0.3,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,cjsr,2007-05-08,53.55,-113.5,edmonton,ab,"detroit, mi",cdn,indie,self-released,0.0,0.8,0.2,0.0,0.0,0.0,0.3,0.0,0.2,0.4,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,cjum,2007-05-08,49.88,-97.17,winnipeg,mb,"brooklyn, ny",us,indie,all natural inc.,0.0,0.7,0.3,0.0,0.1,0.0,0.4,0.0,0.2,0.3,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,ckdu,2007-05-08,44.65,-63.6,halifax,ns,"toronto, on",cdn,indie,urbnet,0.0,0.6,0.4,0.0,0.0,0.0,0.3,0.0,0.3,0.4,0.7,0.1,0.1,0.1,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,ckut,2007-05-08,45.5,-73.58,montreal,qc,"brooklyn, ny",us,indie,koch,0.0,0.7,0.3,0.0,0.0,0.0,0.6,0.1,0.0,0.3,0.1,0.1,0.0,0.8,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,ckxu,2007-05-08,49.7,-112.83,lethbridge,ab,"vancouver, bc",cdn,indie,classy criminal,0.1,0.6,0.3,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.5,0.1,0.0,0.4,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,cfre,2007-05-15,46.59,-79.66,mississauga,on,"toronto, on",cdn,indie,urbnet,0.0,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.1,0.1,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,chly,2007-05-15,49.15,-123.92,nanaimo,bc,"new york, ny",us,indie,def jam,0.0,0.8,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,chrw,2007-05-15,42.983,-81.25,london,on,"toronto, on",cdn,indie,classy criminal,0.1,0.6,0.3,0.0,0.1,0.0,0.2,0.0,0.2,0.4,0.8,0.0,0.0,0.2,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,chsr,2007-05-15,45.95,-66.63,fredericton,nb,"halifax, ns",us,indie,deadbeats ent.,0.1,0.7,0.2,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.4,0.0,0.1,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,chuo,2007-05-15,45.417,-75.7,ottawa,on,"toronto, on",us,indie,decon,0.0,0.4,0.6,0.0,0.0,0.0,0.5,0.0,0.3,0.2,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,chyz,2007-05-15,45.57,-73.75,laval,qc,"quebec, qc",us,indie,audio pact,0.0,0.7,0.3,0.0,0.0,0.0,0.6,0.0,0.1,0.3,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,cilu,2007-05-15,48.4,-89.2,thunder bay,on,"brooklyn, ny",us,indie,break'n,0.0,0.6,0.4,0.0,0.0,0.0,0.3,0.0,0.3,0.4,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,cjam,2007-05-15,42.33,-83.03,windsor,on,"detroit, mi",us,indie,big dada,0.0,0.6,0.4,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.3,0.2,0.0,0.5,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,cjlo,2007-05-15,45.5,-73.58,montreal,qc,"detroit, mi",cdn,indie,urbnet,0.0,0.9,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
